Timestamp,Open,High,Low,Close,Volume
2026-02-25 14:30:00+00:00,493.6300048828125,494.29998779296875,492.7799987792969,493.30999755859375,898262
2026-02-25 14:45:00+00:00,493.25,494.05999755859375,492.67498779296875,492.80999755859375,488096
2026-02-25 15:00:00+00:00,492.79998779296875,493.1040954589844,492.1199951171875,492.3500061035156,336716
2026-02-25 15:15:00+00:00,492.2900085449219,492.760009765625,492.2300109863281,492.4800109863281,153569
2026-02-25 15:30:00+00:00,492.4100036621094,492.9198913574219,491.8999938964844,492.82000732421875,139969
2026-02-25 15:45:00+00:00,492.8299865722656,493.0400085449219,492.4100036621094,492.8900146484375,122474
2026-02-25 16:00:00+00:00,492.8500061035156,493.5400085449219,492.8399963378906,493.17999267578125,161395
2026-02-25 16:15:00+00:00,493.17999267578125,493.7799987792969,492.7200012207031,493.5899963378906,113937
2026-02-25 16:30:00+00:00,493.54998779296875,493.864990234375,493.3999938964844,493.7900085449219,95054
2026-02-25 16:45:00+00:00,493.7900085449219,494.3500061035156,493.7300109863281,494.1700134277344,87676
2026-02-25 17:00:00+00:00,494.1000061035156,494.17999267578125,493.6499938964844,493.9800109863281,183338
2026-02-25 17:15:00+00:00,493.9800109863281,494.30999755859375,493.92999267578125,493.94500732421875,64738
2026-02-25 17:30:00+00:00,493.9800109863281,494.80999755859375,493.8900146484375,494.7200012207031,53322
2026-02-25 17:45:00+00:00,494.7300109863281,494.8169860839844,494.5799865722656,494.7200012207031,57689
2026-02-25 18:00:00+00:00,494.70001220703125,494.9100036621094,494.57000732421875,494.7300109863281,87906
2026-02-25 18:15:00+00:00,494.7099914550781,494.8299865722656,494.3999938964844,494.5,110132
2026-02-25 18:30:00+00:00,494.54998779296875,494.6700134277344,494.29998779296875,494.4800109863281,83376
2026-02-25 18:45:00+00:00,494.4800109863281,494.6499938964844,494.3900146484375,494.45001220703125,51607
2026-02-25 19:00:00+00:00,494.3999938964844,494.5899963378906,494.25,494.25,56617
2026-02-25 19:15:00+00:00,494.239990234375,494.4399108886719,494.15350341796875,494.2799987792969,35032
2026-02-25 19:30:00+00:00,494.30999755859375,494.8399963378906,494.30999755859375,494.69000244140625,51570
2026-02-25 19:45:00+00:00,494.6700134277344,494.79998779296875,494.6099853515625,494.6600036621094,41005
2026-02-25 20:00:00+00:00,494.67999267578125,494.94000244140625,494.55999755859375,494.6600036621094,75226
2026-02-25 20:15:00+00:00,494.6199951171875,494.75,494.5199890136719,494.5899963378906,62264
2026-02-25 20:30:00+00:00,494.5899963378906,494.80499267578125,494.510009765625,494.6250915527344,164273
2026-02-25 20:45:00+00:00,494.6199951171875,495.1300048828125,494.6199951171875,494.7950134277344,522675
2026-02-26 14:30:00+00:00,497.0,498.2099914550781,496.1600036621094,496.6000061035156,929962
2026-02-26 14:45:00+00:00,496.5799865722656,497.0,496.0199890136719,496.17999267578125,379272
2026-02-26 15:00:00+00:00,496.1600036621094,496.4100036621094,495.1400146484375,495.1400146484375,322869
2026-02-26 15:15:00+00:00,495.1300048828125,495.1300048828125,492.260009765625,492.75,616625
2026-02-26 15:30:00+00:00,492.67999267578125,494.3800048828125,492.44000244140625,494.3349914550781,436871
2026-02-26 15:45:00+00:00,494.44000244140625,495.6499938964844,494.3299865722656,495.4798889160156,260036
2026-02-26 16:00:00+00:00,495.489990234375,495.55999755859375,494.8599853515625,495.3900146484375,189523
2026-02-26 16:15:00+00:00,495.4599914550781,495.6099853515625,494.760009765625,494.9949951171875,159678
2026-02-26 16:30:00+00:00,494.9599914550781,495.1199951171875,493.5799865722656,493.5799865722656,176830
2026-02-26 16:45:00+00:00,493.5101013183594,494.0350036621094,493.1199951171875,493.31500244140625,138780
2026-02-26 17:00:00+00:00,493.3399963378906,493.5,492.7900085449219,492.93499755859375,132237
2026-02-26 17:15:00+00:00,492.9800109863281,493.2200012207031,492.739990234375,492.9100036621094,96534
2026-02-26 17:30:00+00:00,492.9200134277344,493.3500061035156,492.4700012207031,492.4700012207031,141684
2026-02-26 17:45:00+00:00,492.4849853515625,492.80999755859375,492.23699951171875,492.489990234375,161812
2026-02-26 18:00:00+00:00,492.45001220703125,492.9800109863281,492.29998779296875,492.94000244140625,200287
2026-02-26 18:15:00+00:00,492.92999267578125,493.2900085449219,492.7149963378906,493.1300048828125,82352
2026-02-26 18:30:00+00:00,493.0899963378906,494.8399963378906,493.0,494.7200012207031,238874
2026-02-26 18:45:00+00:00,494.75,495.0299987792969,494.2300109863281,494.2699890136719,68933
2026-02-26 19:00:00+00:00,494.2200012207031,494.80999755859375,494.17999267578125,494.6499938964844,111724
2026-02-26 19:15:00+00:00,494.70001220703125,495.32000732421875,494.6499938964844,494.70001220703125,123905
