Timestamp,Open,High,Low,Close,Volume
2026-02-27 14:30:00+00:00,272.80999755859375,272.80999755859375,268.8699951171875,268.9750061035156,2662389
2026-02-27 14:45:00+00:00,268.93011474609375,271.29998779296875,268.760009765625,270.6400146484375,1066501
2026-02-27 15:00:00+00:00,270.7149963378906,271.3999938964844,269.4599914550781,269.5199890136719,861362
2026-02-27 15:15:00+00:00,269.5299987792969,269.8500061035156,268.29998779296875,268.5050048828125,3856627
2026-02-27 15:30:00+00:00,268.4700927734375,268.9798889160156,268.1919860839844,268.7049865722656,716727
2026-02-27 15:45:00+00:00,268.69000244140625,269.13250732421875,268.3800048828125,268.8999938964844,3974662
2026-02-27 16:00:00+00:00,268.8800048828125,269.6400146484375,268.2300109863281,268.4150085449219,620841
2026-02-27 16:15:00+00:00,268.4200134277344,269.1300048828125,268.2300109863281,269.05499267578125,4558193
2026-02-27 16:30:00+00:00,269.07000732421875,269.5199890136719,268.8218078613281,268.8299865722656,468843
2026-02-27 16:45:00+00:00,268.8550109863281,269.3999938964844,268.55999755859375,268.614990234375,5169025
2026-02-27 17:00:00+00:00,268.62249755859375,269.20001220703125,267.93499755859375,267.9685974121094,342881
2026-02-27 17:15:00+00:00,267.9100036621094,268.010009765625,267.2699890136719,267.8841857910156,636530
2026-02-27 17:30:00+00:00,267.8699951171875,268.260009765625,267.3406066894531,267.3900146484375,555889
2026-02-27 17:45:00+00:00,267.375,267.44500732421875,266.8533935546875,267.1000061035156,469768
2026-02-27 18:00:00+00:00,267.0899963378906,267.45989990234375,266.4649963378906,266.4649963378906,553802
2026-02-27 18:15:00+00:00,266.4649963378906,266.5299072265625,265.8800048828125,265.9508056640625,6854047
2026-02-27 18:30:00+00:00,265.95001220703125,266.3125,265.8700866699219,266.010009765625,296988
2026-02-27 18:45:00+00:00,266.010009765625,266.31500244140625,265.8500061035156,266.1499938964844,418240
2026-02-27 19:00:00+00:00,266.19500732421875,266.4800109863281,265.6600036621094,266.135009765625,633204
2026-02-27 19:15:00+00:00,266.1600036621094,266.42498779296875,265.4801025390625,265.7300109863281,500202
2026-02-27 19:30:00+00:00,265.7300109863281,266.2200012207031,265.2699890136719,265.3999938964844,672190
2026-02-27 19:45:00+00:00,265.4200134277344,265.6300048828125,265.260009765625,265.3500061035156,8264952
2026-02-27 20:00:00+00:00,265.3900146484375,266.45001220703125,265.2799987792969,266.45001220703125,489834
2026-02-27 20:15:00+00:00,266.4599914550781,266.8999938964844,266.45001220703125,266.6400146484375,774452
2026-02-27 20:30:00+00:00,266.6300048828125,266.6300048828125,264.8399963378906,264.864990234375,1553294
2026-02-27 20:45:00+00:00,264.8599853515625,265.69000244140625,262.8900146484375,264.1700134277344,7572387
