Timestamp,Open,High,Low,Close,Volume
2026-02-22 00:00:00+00:00,67985.015625,68018.625,67934.2890625,68016.8203125,89061376
2026-02-22 00:15:00+00:00,68004.9453125,68028.1796875,67797.3125,67849.8203125,0
2026-02-22 00:30:00+00:00,67872.75,67883.984375,67847.46875,67863.6484375,234053632
2026-02-22 00:45:00+00:00,67843.109375,67906.1796875,67838.6875,67906.1796875,0
2026-02-22 01:00:00+00:00,67924.0390625,68018.15625,67922.8984375,68000.375,155885568
2026-02-22 01:15:00+00:00,67998.9921875,68098.0,67996.4765625,68070.3671875,21608448
2026-02-22 01:30:00+00:00,68088.9453125,68130.234375,68029.71875,68099.859375,49590272
2026-02-22 01:45:00+00:00,68094.0,68144.4765625,68080.265625,68118.921875,81174528
2026-02-22 02:00:00+00:00,68121.0234375,68197.609375,68104.5,68167.125,0
2026-02-22 02:15:00+00:00,68160.796875,68160.796875,68057.359375,68064.9921875,121673728
2026-02-22 02:30:00+00:00,68060.3125,68076.1875,67982.515625,67984.71875,0
2026-02-22 02:45:00+00:00,67983.1484375,68010.3125,67868.4609375,67885.890625,162035712
2026-02-22 03:00:00+00:00,67889.3046875,68001.1875,67889.3046875,67995.953125,0
2026-02-22 03:15:00+00:00,68001.4375,68008.2578125,67838.8984375,67937.171875,166688768
2026-02-22 03:30:00+00:00,67939.7265625,67943.3359375,67892.9375,67943.3359375,217237504
2026-02-22 03:45:00+00:00,67970.796875,68033.8203125,67952.34375,68004.8359375,0
2026-02-22 04:00:00+00:00,68023.6875,68055.359375,68016.7109375,68043.5390625,4683776
2026-02-22 04:15:00+00:00,68041.140625,68048.6015625,67964.6171875,67995.890625,110233600
2026-02-22 04:30:00+00:00,67994.8671875,68031.7578125,67957.765625,67958.125,195315712
2026-02-22 04:45:00+00:00,67971.578125,67983.2109375,67958.8515625,67967.2265625,15917056
2026-02-22 05:00:00+00:00,67976.34375,67990.0,67868.3828125,67868.3828125,0
2026-02-22 05:15:00+00:00,67891.4296875,67952.5703125,67891.4296875,67933.25,177694720
2026-02-22 05:30:00+00:00,67931.5390625,67931.5390625,67912.4453125,67921.5859375,53970944
2026-02-22 05:45:00+00:00,67922.75,67922.75,67883.7109375,67916.25,69140480
2026-02-22 06:00:00+00:00,67961.0546875,68018.8671875,67952.1953125,68013.6328125,133085184
2026-02-22 06:15:00+00:00,68013.9609375,68128.28125,68013.9609375,68128.28125,51337216
