timestamp,open_price,high_price,low_price,close_price,volume,amount,count,buy_volume,buy_amount
2026-01-15 14:30:00+00:00,441.125,444.7099914550781,440.8999938964844,442.67999267578125,4188151,1854010654.005066,,,
2026-01-15 14:45:00+00:00,442.67999267578125,443.8399963378906,441.739990234375,441.7699890136719,1984158,876541457.8613892,,,
2026-01-15 15:00:00+00:00,441.7200012207031,442.9898986816406,439.4800109863281,442.95001220703125,2343270,1037951475.1043701,,,
2026-01-15 15:15:00+00:00,442.9100036621094,445.3299865722656,442.0899963378906,443.32000732421875,2289995,1015200600.1724243,,,
2026-01-15 15:30:00+00:00,443.3399963378906,445.3599853515625,442.8229064941406,443.9599914550781,1858591,825140044.4784851,,,
2026-01-15 15:45:00+00:00,443.94000244140625,444.0899963378906,441.95001220703125,443.3031921386719,1748203,774983970.4064026,,,
2026-01-15 16:00:00+00:00,443.2699890136719,444.3399963378906,443.1261901855469,443.5209045410156,1271294,563845464.8175659,,,
2026-01-15 16:15:00+00:00,443.5150146484375,444.25,442.3900146484375,442.8299865722656,1287392,570095782.0732422,,,
2026-01-15 16:30:00+00:00,442.739990234375,443.42999267578125,442.42999267578125,442.8550109863281,735939,325914273.93026733,,,
2026-01-15 16:45:00+00:00,442.885009765625,443.0199890136719,442.1000061035156,442.5950012207031,892524,395026660.86950684,,,
2026-01-15 17:00:00+00:00,442.57000732421875,443.30999755859375,441.9700012207031,442.5299987792969,880618,389699882.46502686,,,
2026-01-15 17:15:00+00:00,442.55999755859375,443.5400085449219,442.07000732421875,443.1200866699219,841723,372984368.71206665,,,
2026-01-15 17:30:00+00:00,443.1628112792969,443.3299865722656,442.07000732421875,442.30499267578125,740573,327559135.34088135,,,
2026-01-15 17:45:00+00:00,442.2799987792969,442.7265930175781,441.1000061035156,441.55999755859375,836754,369477094.19714355,,,
2026-01-15 18:00:00+00:00,441.5249938964844,442.55999755859375,441.3599853515625,442.09490966796875,888808,392937492.47216797,,,
2026-01-15 18:15:00+00:00,442.05999755859375,443.3999938964844,441.7300109863281,443.2174987792969,864270,383059587.6699829,,,
2026-01-15 18:30:00+00:00,443.2300109863281,443.82000732421875,442.92999267578125,443.1549987792969,794601,352131405.1850281,,,
2026-01-15 18:45:00+00:00,443.17999267578125,443.67999267578125,442.80999755859375,442.8100891113281,682940,302412722.2576904,,,
2026-01-15 19:00:00+00:00,442.80999755859375,442.8399963378906,441.510009765625,442.05999755859375,922284,407704862.7883301,,,
2026-01-15 19:15:00+00:00,442.0400085449219,442.6499938964844,441.0799865722656,441.31988525390625,974524,430076819.85717773,,,
2026-01-15 19:30:00+00:00,441.2900085449219,441.2944030761719,439.7699890136719,439.7959899902344,1108546,487534085.51971436,,,
2026-01-15 19:45:00+00:00,439.7900085449219,441.04998779296875,439.4800109863281,440.28729248046875,1300824,572736276.9536133,,,
2026-01-15 20:00:00+00:00,440.2900085449219,440.4700012207031,439.4200134277344,439.79998779296875,928518,408362205.06555176,,,
2026-01-15 20:15:00+00:00,439.79998779296875,440.1499938964844,438.1600036621094,438.44000244140625,1271649,557541790.6646118,,,
2026-01-15 20:30:00+00:00,438.489990234375,438.79998779296875,437.6499938964844,438.37310791015625,1281675,561851853.0807495,,,
2026-01-15 20:45:00+00:00,438.3599853515625,439.05999755859375,437.8999938964844,438.3299865722656,1670037,732027295.7851868,,,
2026-01-16 14:30:00+00:00,439.5150146484375,447.25,439.25,445.88330078125,6114853,2726510839.432129,,,
2026-01-16 14:45:00+00:00,445.8599853515625,446.6000061035156,443.1499938964844,443.25,2681029,1188366104.25,,,
2026-01-16 15:00:00+00:00,443.29998779296875,443.6400146484375,440.5,440.53009033203125,2132498,939429536.572876,,,
2026-01-16 15:15:00+00:00,440.5474853515625,441.0,436.3999938964844,436.8500061035156,2981222,1302346848.895935,,,
2026-01-16 15:30:00+00:00,436.82501220703125,437.5,435.65008544921875,436.32000732421875,1916689,836289758.5182495,,,
2026-01-16 15:45:00+00:00,436.3299865722656,436.8999938964844,435.2601013183594,436.86199951171875,1581805,691030495.1376343,,,
2026-01-16 16:00:00+00:00,436.8599853515625,438.0799865722656,436.3999938964844,437.9100036621094,1535705,672500582.1739197,,,
2026-01-16 16:15:00+00:00,437.94940185546875,439.2200012207031,437.5400085449219,438.80999755859375,1470317,645189799.1803589,,,
2026-01-16 16:30:00+00:00,438.8299865722656,439.7099914550781,438.739990234375,439.0000915527344,1149849,504783816.27182007,,,
2026-01-16 16:45:00+00:00,439.0299987792969,439.7200012207031,437.7701110839844,439.0799865722656,9828555,4315521797.424774,,,
2026-01-16 17:00:00+00:00,439.04998779296875,439.5899963378906,438.1300048828125,439.17999267578125,1008052,442716269.97680664,,,
2026-01-16 17:15:00+00:00,439.20001220703125,439.3800048828125,438.44000244140625,438.55340576171875,700961,307408833.85614014,,,
2026-01-16 17:30:00+00:00,438.55999755859375,439.1000061035156,438.07000732421875,438.8349914550781,656960,288297035.9863281,,,
2026-01-16 17:45:00+00:00,438.80999755859375,439.0,437.94000244140625,438.1242980957031,786641,344646535.978302,,,
2026-01-16 18:00:00+00:00,438.1499938964844,439.75,437.8299865722656,439.28009033203125,975587,428555945.4867554,,,
2026-01-16 18:15:00+00:00,439.30499267578125,440.45001220703125,439.2900085449219,440.35009765625,907364,399557826.0097656,,,
2026-01-16 18:30:00+00:00,440.3500061035156,440.8500061035156,439.67999267578125,440.2900085449219,1126952,496185705.7097168,,,
